id,description,url
SDL_GetBooleanProperty,"Get a boolean property from a group of properties.
",https://wiki.libsdl.org/SDL3/SDL_GetBooleanProperty
SDL_GetCPUCacheLineSize,"Determine the L1 cache line size of the CPU.
",https://wiki.libsdl.org/SDL3/SDL_GetCPUCacheLineSize
SDL_GetCameraDriver,"Use this function to get the name of a built in camera driver.
",https://wiki.libsdl.org/SDL3/SDL_GetCameraDriver
SDL_GetCameraFormat,"Get the spec that a camera is using when generating images.
",https://wiki.libsdl.org/SDL3/SDL_GetCameraFormat
SDL_GetCameraID,"Get the instance ID of an opened camera.
",https://wiki.libsdl.org/SDL3/SDL_GetCameraID
SDL_GetCameraName,"Get the human-readable device name for a camera.
",https://wiki.libsdl.org/SDL3/SDL_GetCameraName
SDL_GetCameraPermissionState,"Query if camera access has been approved by the user.
",https://wiki.libsdl.org/SDL3/SDL_GetCameraPermissionState
SDL_GetCameraPosition,"Get the position of the camera in relation to the system.
",https://wiki.libsdl.org/SDL3/SDL_GetCameraPosition
SDL_GetCameraProperties,"Get the properties associated with an opened camera.
",https://wiki.libsdl.org/SDL3/SDL_GetCameraProperties
SDL_GetCameraSupportedFormats,"Get the list of native formats/sizes a camera supports.
",https://wiki.libsdl.org/SDL3/SDL_GetCameraSupportedFormats
SDL_GetCameras,"Get a list of currently connected camera devices.
",https://wiki.libsdl.org/SDL3/SDL_GetCameras
SDL_GetClipboardData,"Get the data from clipboard for a given mime type.
",https://wiki.libsdl.org/SDL3/SDL_GetClipboardData
SDL_GetClipboardMimeTypes,"Retrieve the list of mime types available in the clipboard.
",https://wiki.libsdl.org/SDL3/SDL_GetClipboardMimeTypes
SDL_GetClipboardText,"Get UTF-8 text from the clipboard.
",https://wiki.libsdl.org/SDL3/SDL_GetClipboardText
SDL_GetClosestFullscreenDisplayMode,"Get the closest match to the requested display mode.
",https://wiki.libsdl.org/SDL3/SDL_GetClosestFullscreenDisplayMode
SDL_GetCurrentAudioDriver,"Get the name of the current audio driver.
",https://wiki.libsdl.org/SDL3/SDL_GetCurrentAudioDriver
SDL_GetCurrentCameraDriver,"Get the name of the current camera driver.
",https://wiki.libsdl.org/SDL3/SDL_GetCurrentCameraDriver
SDL_GetCurrentDirectory,"Get what the system believes is the ""current working directory.""
",https://wiki.libsdl.org/SDL3/SDL_GetCurrentDirectory
SDL_GetCurrentDisplayMode,"Get information about the current display mode.
",https://wiki.libsdl.org/SDL3/SDL_GetCurrentDisplayMode
SDL_GetCurrentDisplayOrientation,"Get the orientation of a display.
",https://wiki.libsdl.org/SDL3/SDL_GetCurrentDisplayOrientation
SDL_GetCurrentRenderOutputSize,"Get the current output size in pixels of a rendering context.
",https://wiki.libsdl.org/SDL3/SDL_GetCurrentRenderOutputSize
SDL_GetCurrentThreadID,"Get the thread identifier for the current thread.
",https://wiki.libsdl.org/SDL3/SDL_GetCurrentThreadID
SDL_GetCurrentTime,"Gets the current value of the system realtime clock in nanoseconds since Jan 1, 1970 in Universal Coordinated Time (UTC).
",https://wiki.libsdl.org/SDL3/SDL_GetCurrentTime
SDL_GetCurrentVideoDriver,"Get the name of the currently initialized video driver.
",https://wiki.libsdl.org/SDL3/SDL_GetCurrentVideoDriver
SDL_GetCursor,"Get the active cursor.
",https://wiki.libsdl.org/SDL3/SDL_GetCursor
SDL_GetDXGIOutputInfo,"Get the DXGI Adapter and Output indices for the specified display.
",https://wiki.libsdl.org/SDL3/SDL_GetDXGIOutputInfo
SDL_GetDateTimeLocalePreferences,"Gets the current preferred date and time format for the system locale.
",https://wiki.libsdl.org/SDL3/SDL_GetDateTimeLocalePreferences
SDL_GetDayOfWeek,"Get the day of week for a calendar date.
",https://wiki.libsdl.org/SDL3/SDL_GetDayOfWeek
SDL_GetDayOfYear,"Get the day of year for a calendar date.
",https://wiki.libsdl.org/SDL3/SDL_GetDayOfYear
SDL_GetDaysInMonth,"Get the number of days in a month for a given year.
",https://wiki.libsdl.org/SDL3/SDL_GetDaysInMonth
SDL_GetDefaultAssertionHandler,"Get the default assertion handler.
",https://wiki.libsdl.org/SDL3/SDL_GetDefaultAssertionHandler
SDL_GetDefaultCursor,"Get the default cursor.
",https://wiki.libsdl.org/SDL3/SDL_GetDefaultCursor
SDL_GetDefaultLogOutputFunction,"Get the default log output function.
",https://wiki.libsdl.org/SDL3/SDL_GetDefaultLogOutputFunction
SDL_GetDefaultTextureScaleMode,"Get default texture scale mode of the given renderer.
",https://wiki.libsdl.org/SDL3/SDL_GetDefaultTextureScaleMode
SDL_GetDesktopDisplayMode,"Get information about the desktop's display mode.
",https://wiki.libsdl.org/SDL3/SDL_GetDesktopDisplayMode
SDL_GetDirect3D9AdapterIndex,"Get the D3D9 adapter index that matches the specified display.
",https://wiki.libsdl.org/SDL3/SDL_GetDirect3D9AdapterIndex
SDL_GetDisplayBounds,"Get the desktop area represented by a display.
",https://wiki.libsdl.org/SDL3/SDL_GetDisplayBounds
SDL_GetDisplayContentScale,"Get the content scale of a display.
",https://wiki.libsdl.org/SDL3/SDL_GetDisplayContentScale
SDL_GetDisplayForPoint,"Get the display containing a point.
",https://wiki.libsdl.org/SDL3/SDL_GetDisplayForPoint
SDL_GetDisplayForRect,"Get the display primarily containing a rect.
",https://wiki.libsdl.org/SDL3/SDL_GetDisplayForRect
SDL_GetDisplayForWindow,"Get the display associated with a window.
",https://wiki.libsdl.org/SDL3/SDL_GetDisplayForWindow
SDL_GetDisplayName,"Get the name of a display in UTF-8 encoding.
",https://wiki.libsdl.org/SDL3/SDL_GetDisplayName
SDL_GetDisplayProperties,"Get the properties associated with a display.
",https://wiki.libsdl.org/SDL3/SDL_GetDisplayProperties
SDL_GetDisplayUsableBounds,"Get the usable desktop area represented by a display, in screen coordinates.
",https://wiki.libsdl.org/SDL3/SDL_GetDisplayUsableBounds
SDL_GetDisplays,"Get a list of currently connected displays.
",https://wiki.libsdl.org/SDL3/SDL_GetDisplays
SDL_GetEnvironment,"Get the process environment.
",https://wiki.libsdl.org/SDL3/SDL_GetEnvironment
SDL_GetEnvironmentVariable,"Get the value of a variable in the environment.
",https://wiki.libsdl.org/SDL3/SDL_GetEnvironmentVariable
SDL_GetEnvironmentVariables,"Get all variables in the environment.
",https://wiki.libsdl.org/SDL3/SDL_GetEnvironmentVariables
SDL_GetError,"Retrieve a message about the last error that occurred on the current thread.
",https://wiki.libsdl.org/SDL3/SDL_GetError
SDL_GetEventDescription,"Generate a human-readable description of an event.
",https://wiki.libsdl.org/SDL3/SDL_GetEventDescription
SDL_GetEventFilter,"Query the current event filter.
",https://wiki.libsdl.org/SDL3/SDL_GetEventFilter
SDL_GetFloatProperty,"Get a floating point property from a group of properties.
",https://wiki.libsdl.org/SDL3/SDL_GetFloatProperty
SDL_GetFullscreenDisplayModes,"Get a list of fullscreen display modes available on a display.
",https://wiki.libsdl.org/SDL3/SDL_GetFullscreenDisplayModes
SDL_GetGDKDefaultUser,"Gets a reference to the default user handle for GDK.
",https://wiki.libsdl.org/SDL3/SDL_GetGDKDefaultUser
SDL_GetGDKTaskQueue,"Gets a reference to the global async task queue handle for GDK, initializing if needed.
",https://wiki.libsdl.org/SDL3/SDL_GetGDKTaskQueue
SDL_GetGPUDeviceDriver,"Returns the name of the backend used to create this GPU context.
",https://wiki.libsdl.org/SDL3/SDL_GetGPUDeviceDriver
SDL_GetGPUDeviceProperties,"Get the properties associated with a GPU device.
",https://wiki.libsdl.org/SDL3/SDL_GetGPUDeviceProperties
SDL_GetGPUDriver,"Get the name of a built in GPU driver.
",https://wiki.libsdl.org/SDL3/SDL_GetGPUDriver
SDL_GetGPUShaderFormats,"Returns the supported shader formats for this GPU context.
",https://wiki.libsdl.org/SDL3/SDL_GetGPUShaderFormats
SDL_GetGPUSwapchainTextureFormat,"Obtains the texture format of the swapchain for the given window.
",https://wiki.libsdl.org/SDL3/SDL_GetGPUSwapchainTextureFormat
SDL_GetGamepadAppleSFSymbolsNameForAxis,"Return the sfSymbolsName for a given axis on a gamepad on Apple platforms.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadAppleSFSymbolsNameForAxis
SDL_GetGamepadAppleSFSymbolsNameForButton,"Return the sfSymbolsName for a given button on a gamepad on Apple platforms.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadAppleSFSymbolsNameForButton
SDL_GetGamepadAxis,"Get the current state of an axis control on a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadAxis
SDL_GetGamepadAxisFromString,"Convert a string into [SDL_GamepadAxis](SDL_GamepadAxis) enum.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadAxisFromString
SDL_GetGamepadBindings,"Get the SDL joystick layer bindings for a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadBindings
SDL_GetGamepadButton,"Get the current state of a button on a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadButton
SDL_GetGamepadButtonFromString,"Convert a string into an [SDL_GamepadButton](SDL_GamepadButton) enum.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadButtonFromString
SDL_GetGamepadButtonLabel,"Get the label of a button on a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadButtonLabel
SDL_GetGamepadButtonLabelForType,"Get the label of a button on a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadButtonLabelForType
SDL_GetGamepadConnectionState,"Get the connection state of a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadConnectionState
SDL_GetGamepadFirmwareVersion,"Get the firmware version of an opened gamepad, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadFirmwareVersion
SDL_GetGamepadFromID,"Get the [SDL_Gamepad](SDL_Gamepad) associated with a joystick instance ID, if it has been opened.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadFromID
SDL_GetGamepadFromPlayerIndex,"Get the [SDL_Gamepad](SDL_Gamepad) associated with a player index.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadFromPlayerIndex
SDL_GetGamepadGUIDForID,"Get the implementation-dependent GUID of a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadGUIDForID
SDL_GetGamepadID,"Get the instance ID of an opened gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadID
SDL_GetGamepadJoystick,"Get the underlying joystick from a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadJoystick
SDL_GetGamepadMapping,"Get the current mapping of a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadMapping
SDL_GetGamepadMappingForGUID,"Get the gamepad mapping string for a given GUID.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadMappingForGUID
SDL_GetGamepadMappingForID,"Get the mapping of a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadMappingForID
SDL_GetGamepadMappings,"Get the current gamepad mappings.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadMappings
SDL_GetGamepadName,"Get the implementation-dependent name for an opened gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadName
SDL_GetGamepadNameForID,"Get the implementation dependent name of a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadNameForID
SDL_GetGamepadPath,"Get the implementation-dependent path for an opened gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadPath
SDL_GetGamepadPathForID,"Get the implementation dependent path of a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadPathForID
SDL_GetGamepadPlayerIndex,"Get the player index of an opened gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadPlayerIndex
SDL_GetGamepadPlayerIndexForID,"Get the player index of a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadPlayerIndexForID
SDL_GetGamepadPowerInfo,"Get the battery state of a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadPowerInfo
SDL_GetGamepadProduct,"Get the USB product ID of an opened gamepad, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadProduct
SDL_GetGamepadProductForID,"Get the USB product ID of a gamepad, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadProductForID
SDL_GetGamepadProductVersion,"Get the product version of an opened gamepad, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadProductVersion
SDL_GetGamepadProductVersionForID,"Get the product version of a gamepad, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadProductVersionForID
SDL_GetGamepadProperties,"Get the properties associated with an opened gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadProperties
SDL_GetGamepadSensorData,"Get the current state of a gamepad sensor.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadSensorData
SDL_GetGamepadSensorDataRate,"Get the data rate (number of events per second) of a gamepad sensor.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadSensorDataRate
SDL_GetGamepadSerial,"Get the serial number of an opened gamepad, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadSerial
SDL_GetGamepadSteamHandle,"Get the Steam Input handle of an opened gamepad, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadSteamHandle
SDL_GetGamepadStringForAxis,"Convert from an [SDL_GamepadAxis](SDL_GamepadAxis) enum to a string.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadStringForAxis
SDL_GetGamepadStringForButton,"Convert from an [SDL_GamepadButton](SDL_GamepadButton) enum to a string.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadStringForButton
SDL_GetGamepadStringForType,"Convert from an [SDL_GamepadType](SDL_GamepadType) enum to a string.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadStringForType
SDL_GetGamepadTouchpadFinger,"Get the current state of a finger on a touchpad on a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadTouchpadFinger
SDL_GetGamepadType,"Get the type of an opened gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadType
SDL_GetGamepadTypeForID,"Get the type of a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadTypeForID
SDL_GetGamepadTypeFromString,"Convert a string into [SDL_GamepadType](SDL_GamepadType) enum.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadTypeFromString
SDL_GetGamepadVendor,"Get the USB vendor ID of an opened gamepad, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadVendor
SDL_GetGamepadVendorForID,"Get the USB vendor ID of a gamepad, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepadVendorForID
SDL_GetGamepads,"Get a list of currently connected gamepads.
",https://wiki.libsdl.org/SDL3/SDL_GetGamepads
SDL_GetGlobalMouseState,"Query the platform for the asynchronous mouse button state and the desktop-relative platform-cursor position.
",https://wiki.libsdl.org/SDL3/SDL_GetGlobalMouseState
SDL_GetGlobalProperties,"Get the global SDL properties.
",https://wiki.libsdl.org/SDL3/SDL_GetGlobalProperties
SDL_GetGrabbedWindow,"Get the window that currently has an input grab enabled.
",https://wiki.libsdl.org/SDL3/SDL_GetGrabbedWindow
SDL_GetHapticEffectStatus,"Get the status of the current effect on the specified haptic device.
",https://wiki.libsdl.org/SDL3/SDL_GetHapticEffectStatus
SDL_GetHapticFeatures,"Get the haptic device's supported features in bitwise manner.
",https://wiki.libsdl.org/SDL3/SDL_GetHapticFeatures
SDL_GetHapticFromID,"Get the [SDL_Haptic](SDL_Haptic) associated with an instance ID, if it has been opened.
",https://wiki.libsdl.org/SDL3/SDL_GetHapticFromID
SDL_GetHapticID,"Get the instance ID of an opened haptic device.
",https://wiki.libsdl.org/SDL3/SDL_GetHapticID
SDL_GetHapticName,"Get the implementation dependent name of a haptic device.
",https://wiki.libsdl.org/SDL3/SDL_GetHapticName
SDL_GetHapticNameForID,"Get the implementation dependent name of a haptic device.
",https://wiki.libsdl.org/SDL3/SDL_GetHapticNameForID
SDL_GetHaptics,"Get a list of currently connected haptic devices.
",https://wiki.libsdl.org/SDL3/SDL_GetHaptics
SDL_GetHint,"Get the value of a hint.
",https://wiki.libsdl.org/SDL3/SDL_GetHint
SDL_GetHintBoolean,"Get the boolean value of a hint variable.
",https://wiki.libsdl.org/SDL3/SDL_GetHintBoolean
SDL_GetIOProperties,"Get the properties associated with an [SDL_IOStream](SDL_IOStream).
",https://wiki.libsdl.org/SDL3/SDL_GetIOProperties
SDL_GetIOSize,"Use this function to get the size of the data stream in an [SDL_IOStream](SDL_IOStream).
",https://wiki.libsdl.org/SDL3/SDL_GetIOSize
SDL_GetIOStatus,"Query the stream status of an [SDL_IOStream](SDL_IOStream).
",https://wiki.libsdl.org/SDL3/SDL_GetIOStatus
SDL_GetJoystickAxis,"Get the current state of an axis control on a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickAxis
SDL_GetJoystickAxisInitialState,"Get the initial state of an axis control on a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickAxisInitialState
SDL_GetJoystickBall,"Get the ball axis change since the last poll.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickBall
SDL_GetJoystickButton,"Get the current state of a button on a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickButton
SDL_GetJoystickConnectionState,"Get the connection state of a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickConnectionState
SDL_GetJoystickFirmwareVersion,"Get the firmware version of an opened joystick, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickFirmwareVersion
SDL_GetJoystickFromID,"Get the [SDL_Joystick](SDL_Joystick) associated with an instance ID, if it has been opened.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickFromID
SDL_GetJoystickFromPlayerIndex,"Get the [SDL_Joystick](SDL_Joystick) associated with a player index.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickFromPlayerIndex
SDL_GetJoystickGUID,"Get the implementation-dependent GUID for the joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickGUID
SDL_GetJoystickGUIDForID,"Get the implementation-dependent GUID of a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickGUIDForID
SDL_GetJoystickGUIDInfo,"Get the device information encoded in a [SDL_GUID](SDL_GUID) structure.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickGUIDInfo
SDL_GetJoystickHat,"Get the current state of a POV hat on a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickHat
SDL_GetJoystickID,"Get the instance ID of an opened joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickID
SDL_GetJoystickName,"Get the implementation dependent name of a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickName
SDL_GetJoystickNameForID,"Get the implementation dependent name of a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickNameForID
SDL_GetJoystickPath,"Get the implementation dependent path of a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickPath
SDL_GetJoystickPathForID,"Get the implementation dependent path of a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickPathForID
SDL_GetJoystickPlayerIndex,"Get the player index of an opened joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickPlayerIndex
SDL_GetJoystickPlayerIndexForID,"Get the player index of a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickPlayerIndexForID
SDL_GetJoystickPowerInfo,"Get the battery state of a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickPowerInfo
SDL_GetJoystickProduct,"Get the USB product ID of an opened joystick, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickProduct
SDL_GetJoystickProductForID,"Get the USB product ID of a joystick, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickProductForID
SDL_GetJoystickProductVersion,"Get the product version of an opened joystick, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickProductVersion
SDL_GetJoystickProductVersionForID,"Get the product version of a joystick, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickProductVersionForID
SDL_GetJoystickProperties,"Get the properties associated with a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickProperties
SDL_GetJoystickSerial,"Get the serial number of an opened joystick, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickSerial
SDL_GetJoystickType,"Get the type of an opened joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickType
SDL_GetJoystickTypeForID,"Get the type of a joystick, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickTypeForID
SDL_GetJoystickVendor,"Get the USB vendor ID of an opened joystick, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickVendor
SDL_GetJoystickVendorForID,"Get the USB vendor ID of a joystick, if available.
",https://wiki.libsdl.org/SDL3/SDL_GetJoystickVendorForID
SDL_GetJoysticks,"Get a list of currently connected joysticks.
",https://wiki.libsdl.org/SDL3/SDL_GetJoysticks
SDL_GetKeyFromName,"Get a key code from a human-readable name.
",https://wiki.libsdl.org/SDL3/SDL_GetKeyFromName
SDL_GetKeyFromScancode,"Get the key code corresponding to the given scancode according to the current keyboard layout.
",https://wiki.libsdl.org/SDL3/SDL_GetKeyFromScancode
SDL_GetKeyName,"Get a human-readable name for a key.
",https://wiki.libsdl.org/SDL3/SDL_GetKeyName
SDL_GetKeyboardFocus,"Query the window which currently has keyboard focus.
",https://wiki.libsdl.org/SDL3/SDL_GetKeyboardFocus
SDL_GetKeyboardNameForID,"Get the name of a keyboard.
",https://wiki.libsdl.org/SDL3/SDL_GetKeyboardNameForID
SDL_GetKeyboardState,"Get a snapshot of the current state of the keyboard.
",https://wiki.libsdl.org/SDL3/SDL_GetKeyboardState
SDL_GetKeyboards,"Get a list of currently connected keyboards.
",https://wiki.libsdl.org/SDL3/SDL_GetKeyboards
SDL_GetLogOutputFunction,"Get the current log output function.
",https://wiki.libsdl.org/SDL3/SDL_GetLogOutputFunction
SDL_GetLogPriority,"Get the priority of a particular log category.
",https://wiki.libsdl.org/SDL3/SDL_GetLogPriority
SDL_GetMasksForPixelFormat,"Convert one of the enumerated pixel formats to a bpp value and RGBA masks.
",https://wiki.libsdl.org/SDL3/SDL_GetMasksForPixelFormat
SDL_GetMaxHapticEffects,"Get the number of effects a haptic device can store.
",https://wiki.libsdl.org/SDL3/SDL_GetMaxHapticEffects
SDL_GetMaxHapticEffectsPlaying,"Get the number of effects a haptic device can play at the same time.
",https://wiki.libsdl.org/SDL3/SDL_GetMaxHapticEffectsPlaying
SDL_GetMemoryFunctions,"Get the current set of SDL memory functions.
",https://wiki.libsdl.org/SDL3/SDL_GetMemoryFunctions
SDL_GetMice,"Get a list of currently connected mice.
",https://wiki.libsdl.org/SDL3/SDL_GetMice
SDL_GetModState,"Get the current key modifier state for the keyboard.
",https://wiki.libsdl.org/SDL3/SDL_GetModState
SDL_GetMouseFocus,"Get the window which currently has mouse focus.
",https://wiki.libsdl.org/SDL3/SDL_GetMouseFocus
SDL_GetMouseNameForID,"Get the name of a mouse.
",https://wiki.libsdl.org/SDL3/SDL_GetMouseNameForID
SDL_GetMouseState,"Query SDL's cache for the synchronous mouse button state and the window-relative SDL-cursor position.
",https://wiki.libsdl.org/SDL3/SDL_GetMouseState
SDL_GetNaturalDisplayOrientation,"Get the orientation of a display when it is unrotated.
",https://wiki.libsdl.org/SDL3/SDL_GetNaturalDisplayOrientation
SDL_GetNumAllocations,"Get the number of outstanding (unfreed) allocations.
",https://wiki.libsdl.org/SDL3/SDL_GetNumAllocations
SDL_GetNumAudioDrivers,"Use this function to get the number of built-in audio drivers.
",https://wiki.libsdl.org/SDL3/SDL_GetNumAudioDrivers
SDL_GetNumCameraDrivers,"Use this function to get the number of built-in camera drivers.
",https://wiki.libsdl.org/SDL3/SDL_GetNumCameraDrivers
SDL_GetNumGPUDrivers,"Get the number of GPU drivers compiled into SDL.
",https://wiki.libsdl.org/SDL3/SDL_GetNumGPUDrivers
SDL_GetNumGamepadTouchpadFingers,"Get the number of supported simultaneous fingers on a touchpad on a game gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetNumGamepadTouchpadFingers
SDL_GetNumGamepadTouchpads,"Get the number of touchpads on a gamepad.
",https://wiki.libsdl.org/SDL3/SDL_GetNumGamepadTouchpads
SDL_GetNumHapticAxes,"Get the number of haptic axes the device has.
",https://wiki.libsdl.org/SDL3/SDL_GetNumHapticAxes
SDL_GetNumJoystickAxes,"Get the number of general axis controls on a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetNumJoystickAxes
SDL_GetNumJoystickBalls,"Get the number of trackballs on a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetNumJoystickBalls
SDL_GetNumJoystickButtons,"Get the number of buttons on a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetNumJoystickButtons
SDL_GetNumJoystickHats,"Get the number of POV hats on a joystick.
",https://wiki.libsdl.org/SDL3/SDL_GetNumJoystickHats
SDL_GetNumLogicalCPUCores,"Get the number of logical CPU cores available.
",https://wiki.libsdl.org/SDL3/SDL_GetNumLogicalCPUCores
SDL_GetNumRenderDrivers,"Get the number of 2D rendering drivers available for the current display.
",https://wiki.libsdl.org/SDL3/SDL_GetNumRenderDrivers
SDL_GetNumVideoDrivers,"Get the number of video drivers compiled into SDL.
",https://wiki.libsdl.org/SDL3/SDL_GetNumVideoDrivers
SDL_GetNumberProperty,"Get a number property from a group of properties.
",https://wiki.libsdl.org/SDL3/SDL_GetNumberProperty
SDL_GetOriginalMemoryFunctions,"Get the original set of SDL memory functions.
",https://wiki.libsdl.org/SDL3/SDL_GetOriginalMemoryFunctions
SDL_GetPathInfo,"Get information about a filesystem path.
",https://wiki.libsdl.org/SDL3/SDL_GetPathInfo
SDL_GetPerformanceCounter,"Get the current value of the high resolution counter.
",https://wiki.libsdl.org/SDL3/SDL_GetPerformanceCounter
SDL_GetPerformanceFrequency,"Get the count per second of the high resolution counter.
",https://wiki.libsdl.org/SDL3/SDL_GetPerformanceFrequency
SDL_GetPixelFormatDetails,"Create an [SDL_PixelFormatDetails](SDL_PixelFormatDetails) structure corresponding to a pixel format.
",https://wiki.libsdl.org/SDL3/SDL_GetPixelFormatDetails
SDL_GetPixelFormatForMasks,"Convert a bpp value and RGBA masks to an enumerated pixel format.
",https://wiki.libsdl.org/SDL3/SDL_GetPixelFormatForMasks
SDL_GetPixelFormatName,"Get the human readable name of a pixel format.
",https://wiki.libsdl.org/SDL3/SDL_GetPixelFormatName
SDL_GetPlatform,"Get the name of the platform.
",https://wiki.libsdl.org/SDL3/SDL_GetPlatform
SDL_GetPointerProperty,"Get a pointer property from a group of properties.
",https://wiki.libsdl.org/SDL3/SDL_GetPointerProperty
SDL_GetPowerInfo,"Get the current power supply details.
",https://wiki.libsdl.org/SDL3/SDL_GetPowerInfo
SDL_GetPrefPath,"Get the user-and-app-specific path where files can be written.
",https://wiki.libsdl.org/SDL3/SDL_GetPrefPath
SDL_GetPreferredLocales,"Report the user's preferred locale.
",https://wiki.libsdl.org/SDL3/SDL_GetPreferredLocales
SDL_GetPrimaryDisplay,"Return the primary display.
",https://wiki.libsdl.org/SDL3/SDL_GetPrimaryDisplay
SDL_GetPrimarySelectionText,"Get UTF-8 text from the primary selection.
",https://wiki.libsdl.org/SDL3/SDL_GetPrimarySelectionText
SDL_GetProcessInput,"Get the [SDL_IOStream](SDL_IOStream) associated with process standard input.
",https://wiki.libsdl.org/SDL3/SDL_GetProcessInput
SDL_GetProcessOutput,"Get the [SDL_IOStream](SDL_IOStream) associated with process standard output.
",https://wiki.libsdl.org/SDL3/SDL_GetProcessOutput
SDL_GetProcessProperties,"Get the properties associated with a process.
",https://wiki.libsdl.org/SDL3/SDL_GetProcessProperties
SDL_GetPropertyType,"Get the type of a property in a group of properties.
",https://wiki.libsdl.org/SDL3/SDL_GetPropertyType
